race,hours,age,parttime,educ,logwg,loghrwg,married,nevermar,sepdivw
1,5,15,1,7.5,3.624341,2.014903,0,1,0
0,40,41,0,16,7.783224,3.178054,0,1,0
1,40,61,0,18,7.064759,3.044523,1,0,0
1,40,27,0,16,6.633318,2.944439,0,1,0
1,0,52,0,14,6.511745,3.871201,0,0,1
1,40,27,0,14,6.708694,2.933857,0,1,0
0,40,40,0,14,6.327937,2.639057,0,0,1
1,40,24,0,12,6.466534,2.74084,1,0,0
1,40,27,0,16,6.291569,2.60269,1,0,0
1,0,28,0,16,7.050851,2.772589,1,0,0
1,2,23,1,16,3.84631,3.153163,1,0,0
1,40,37,0,12,6.633318,2.944439,0,1,0
1,15,57,1,14,5.541264,2.833213,1,0,0
1,40,29,0,14,6.688666,2.60269,1,0,0
0,40,21,0,14,5.991465,2.302585,0,1,0
1,0,28,0,12,6.620073,2.70805,1,0,0
1,0,27,0,14,6.39693,2.833213,1,0,0
1,40,71,0,12,7.122867,3.433987,1,0,0
1,30,66,0,5.5,6.49224,3.091043,1,0,0
1,27,36,1,16,6.379122,3.083285,1,0,0
0,0,27,0,12,6.553819,2.833213,0,0,1
1,35,23,0,14,6.176387,2.621039,0,1,0
1,10,19,1,12,4.941642,2.639057,0,1,0
1,0,39,0,12,7.130899,3.465736,1,0,0
1,30,26,1,16,6.897705,2.564949,0,1,0
1,33,44,0,12,5.755141,2.258633,0,0,1
1,40,62,0,12,6.500539,2.74084,1,0,0
0,40,45,0,12,6.522093,2.833213,1,0,0
1,40,21,0,12,6.214608,2.525729,0,1,0
1,12,22,1,14,4.969813,2.197225,0,1,0
0,0,31,0,12,6.907755,3.218876,1,0,0
1,34,59,1,9,5.865277,2.338917,1,0,0
1,40,63,0,2.5,6.565265,2.876385,1,0,0
1,40,26,0,14,6.173786,2.484907,0,1,0
1,40,22,0,12,6.59578,2.906901,0,1,0
1,40,28,0,16,6.173786,2.484907,1,0,0
1,0,55,1,12,6.011267,2.545531,0,1,0
1,40,33,0,14,6.665938,2.977059,1,0,0
1,0,52,0,12,6.827629,3.307985,1,0,0
1,40,51,0,12,6.049734,2.360854,1,0,0
0,0,37,0,16,5.664557,2.944439,1,0,0
0,30,21,1,14,5.703783,2.302585,0,1,0
1,40,54,0,12,6.579251,2.890372,1,0,0
1,12,66,1,16,4.787492,2.302585,1,0,0
1,16,67,1,18,4.787492,2.014903,1,0,0
0,0,40,0,14,6.907755,2.862201,0,1,0
1,0,34,0,14,6.694178,3.005188,1,0,0
1,40,48,0,14,6.510258,2.821379,1,0,0
1,40,39,0,12,6.39693,2.70805,1,0,0
1,8,17,1,11,4.219508,2.140066,0,1,0
1,39,56,0,14,6.553934,2.890372,1,0,0
1,40,23,0,14,6.39693,2.70805,0,1,0
1,40,57,0,12,5.886104,2.197225,1,0,0
1,40,48,0,12,6.173786,2.484907,1,0,0
1,0,34,0,7.5,5.886104,2.197225,1,0,0
1,12,17,1,10,4.564348,2.079442,0,1,0
1,6,24,1,16,4.189655,2.397895,1,0,0
1,40,26,0,14,6.39693,2.70805,0,1,0
1,0,29,0,12,6.39693,2.674149,0,1,0
1,40,53,0,16,6.541895,2.853016,0,0,1
1,9,24,1,14,4.421848,2.224623,0,1,0
0,45,41,0,12,7.138867,3.332205,0,1,0
0,36,38,0,16,6.802395,3.218876,1,0,0
1,0,44,0,7.5,5.95223,2.302585,1,0,0
1,40,20,1,14,5.991465,2.302585,0,1,0
1,0,28,0,12,6.684612,2.302585,0,1,0
1,40,66,0,10,6.436151,2.747271,0,0,1
1,15,29,1,18,4.755743,2.047693,0,1,0
0,40,35,0,16,6.541895,2.853016,0,1,0
0,20,36,1,12,5.308268,2.312536,1,0,0
1,0,30,0,16,7.338238,2.983154,0,1,0
1,25,63,1,12,5.416101,2.197225,0,1,0
0,35,49,0,14,5.857933,2.302585,1,0,0
1,40,59,0,12,6.540741,2.851862,1,0,0
1,40,33,0,12,6.39693,2.70805,1,0,0
1,40,20,0,12,5.886104,2.197225,0,1,0
1,40,18,1,11,5.697093,2.008214,0,1,0
1,0,45,0,10,6.175368,2.833213,1,0,0
1,30,57,1,5.5,6.345636,2.944439,1,0,0
1,40,54,0,14,6.253829,2.564949,0,0,1
1,36,39,0,16,6.775366,3.044523,1,0,0
1,24,38,1,14,6.39693,3.218876,1,0,0
1,0,54,0,9,6.763169,3.068053,1,0,0
1,40,38,0,12,6.579251,2.890372,0,0,1
1,40,57,0,18,7.878534,4.189655,1,0,0
1,40,48,0,18,7.502849,3.813969,1,0,0
1,20,31,1,12,5.192957,2.197225,0,1,0
1,40,19,0,12,5.774551,2.085672,0,1,0
1,40,54,0,12,6.699501,2.639057,1,0,0
0,45,33,0,14,6.851185,3.044523,1,0,0
1,0,64,0,16,7.647858,4.189655,1,0,0
1,0,43,1,5.5,5.703783,2.302585,0,0,1
1,40,30,0,12,6.579251,2.890372,0,1,0
1,40,49,0,7.5,5.886104,2.197225,1,0,0
1,40,34,0,12,6.579251,2.890372,1,0,0
1,40,16,0,14,5.991465,2.302585,0,1,0
1,15,44,1,14,5.273,2.564949,1,0,0
1,13,19,1,14,4.762174,2.197225,0,1,0
1,40,48,0,14,6.589889,2.729159,0,1,0
1,15,19,1,12,4.905275,2.197225,0,1,0
1,0,34,0,14,7.176017,3.433987,0,0,1
0,45,33,0,12,6.751101,2.944439,1,0,0
0,40,34,0,12,6.39693,2.70805,1,0,0
1,20,37,1,16,5.634789,2.639057,1,0,0
0,0,35,0,16,5.991465,2.302585,0,0,1
0,40,25,0,14,6.214608,2.525729,0,1,0
1,0,52,0,14,7.344415,3.383712,0,0,1
1,0,52,0,14,5.9428,2.317474,1,0,0
1,0,50,0,14,6.684612,2.772589,1,0,0
1,40,19,0,12,5.768321,2.079442,0,1,0
1,40,19,0,12,5.991465,2.302585,0,1,0
1,0,30,0,12,6.763169,3.258096,0,1,0
1,0,31,0,12,6.511849,3.48124,0,1,0
1,40,29,0,14,6.522093,2.833213,0,1,0
1,0,34,1,12,6.684612,2.277267,1,0,0
1,40,31,0,12,7.136881,3.314186,1,0,0
1,40,57,0,14,6.553363,2.793616,0,0,1
1,0,48,0,16,7.744002,3.637586,0,0,1
1,20,18,1,12,5.135798,2.140066,0,1,0
1,40,41,0,12,6.253829,2.564949,0,0,1
1,40,41,0,12,6.633318,2.944439,0,0,1
1,25,19,1,12,5.329089,2.110213,0,1,0
1,24,59,1,10,5.375278,2.197225,1,0,0
0,0,41,0,14,6.922644,2.772589,0,1,0
1,40,33,0,14,6.39693,2.70805,1,0,0
1,40,36,0,14,5.991465,2.302585,1,0,0
1,0,40,1,12,5.416101,2.197225,0,1,0
0,0,19,0,12,5.857933,2.197225,0,1,0
1,40,66,0,1,6.086775,2.397895,1,0,0
0,0,34,0,14,5.991465,2.302585,0,1,0
1,40,61,0,12,6.040255,2.351375,1,0,0
1,24,75,1,12,6.011267,2.833213,1,0,0
0,40,43,0,14,7.090077,3.401197,0,1,0
0,40,45,0,12,6.39693,2.70805,0,0,1
1,0,62,0,12,6.802395,3.218876,0,0,1
1,0,34,1,12,6.437752,2.93066,1,0,0
1,0,52,0,12,5.991465,2.862201,0,0,1
1,0,46,0,12,7.784473,2.944439,1,0,0
1,40,18,0,12,6.579251,2.890372,0,1,0
1,0,59,0,12,6.967466,3.555348,1,0,0
1,40,58,0,14,7.052029,3.191299,1,0,0
1,0,40,0,12,7.377759,3.583519,1,0,0
1,0,40,1,14,5.703783,2.833213,1,0,0
1,25,22,1,14,5.703783,2.484907,0,1,0
1,20,18,1,12,5.105946,2.110213,0,1,0
0,45,48,0,12,7.038784,2.995732,1,0,0
1,40,63,0,12,5.705115,2.016236,1,0,0
1,0,43,1,14,5.164786,2.397895,0,0,1
1,40,26,0,12,6.39693,2.70805,0,1,0
0,24,65,1,18,5.817111,2.639057,1,0,0
0,40,22,0,14,6.338594,2.649715,0,1,0
0,35,22,0,14,5.80664,2.251292,0,1,0
1,40,26,0,12,6.152733,2.463853,0,1,0
1,0,57,0,16,7.600903,3.401197,1,0,0
1,35,56,0,16,7.729735,4.174387,1,0,0
1,15,18,1,11,5.059425,2.351375,0,1,0
1,15,20,1,14,5.192957,2.484907,0,1,0
1,0,27,0,16,6.357704,3.555348,0,1,0
1,40,28,0,16,6.907755,3.218876,0,1,0
0,0,28,0,16,6.39693,3.295837,0,1,0
1,0,27,0,18,6.946976,2.397895,0,1,0
1,50,30,0,14,6.907755,2.995732,0,1,0
0,0,29,0,14,6.907755,2.521721,1,0,0
0,30,28,0,14,5.966147,2.564949,1,0,0
1,0,46,1,12,5.259057,2.525729,1,0,0
1,0,17,1,10,3.912023,2.079442,0,1,0
1,0,49,0,12,6.999559,3.198673,1,0,0
1,50,20,0,12,6.55108,2.639057,0,1,0
1,0,46,0,14,7.508239,2.107786,1,0,0
1,0,35,0,14,6.802395,3.143721,1,0,0
1,0,41,0,14,6.634449,2.721953,1,0,0
0,24,35,1,12,5.257495,2.079442,1,0,0
1,20,49,1,18,6.291569,3.295837,0,0,1
1,6,30,1,14,4.094345,2.302585,1,0,0
1,40,46,0,12,7.475906,3.401197,1,0,0
1,30,68,1,12,5.828946,2.079442,1,0,0
0,40,48,0,12,6.327937,2.639057,1,0,0
1,0,45,1,16,6.693324,4.219508,0,0,1
1,30,66,1,5.5,5.508983,2.107786,0,1,0
1,40,61,0,12,7.021084,3.332205,0,0,1
1,40,50,0,14,6.49224,2.639057,0,0,1
1,25,17,1,11,5.298317,2.079442,0,1,0
1,0,48,0,18,7.130899,3.433987,1,0,0
1,0,56,0,12,7.100027,2.302585,1,0,0
1,22,75,1,18,5.575949,2.484907,0,0,1
0,0,68,1,12,5.036952,2.341806,0,0,1
1,45,59,0,12,7.196687,3.135494,0,0,1
1,40,30,0,16,7.244227,3.555348,1,0,0
1,0,24,0,16,6.907755,2.484907,0,1,0
1,0,47,0,12,6.593045,2.70805,0,0,1
1,40,41,0,9,5.886104,2.197225,1,0,0
1,40,27,0,12,6.327937,2.639057,0,1,0
1,0,41,0,12,6.39693,2.772589,1,0,0
0,0,56,0,11,6.39693,2.484907,1,0,0
0,40,24,0,12,5.918894,2.230014,0,1,0
1,38,23,0,14,5.999383,2.361797,0,1,0
1,40,21,0,14,6.021023,2.332144,0,1,0
0,40,31,0,14,6.684612,2.995732,1,0,0
0,40,35,0,16,6.006353,2.317474,1,0,0
1,28,61,1,16,6.423247,3.091043,0,0,1
0,40,21,0,14,5.973097,2.079442,0,1,0
0,40,58,0,12,5.886104,2.197225,0,0,1
0,22,22,1,14,5.393628,2.302585,0,1,0
1,35,22,0,16,6.499787,2.944439,0,1,0
0,40,41,0,14,6.39693,2.70805,0,1,0
1,0,45,0,16,6.763169,2.772589,1,0,0
0,40,30,0,16,6.49224,2.80336,0,1,0
1,50,33,0,14,6.55108,2.639057,0,0,1
0,20,19,1,12,5.075174,2.079442,0,1,0
0,45,50,0,12,6.905853,3.099191,1,0,0
0,40,31,0,14,6.040255,2.351375,1,0,0
0,40,29,0,11,6.173786,2.484907,1,0,0
1,40,56,0,9,6.39693,2.70805,0,0,1
1,32,41,1,7.5,5.555128,2.089392,0,1,0
1,40,41,0,14,6.684612,2.995732,1,0,0
1,40,22,0,14,6.133832,2.444952,1,0,0
1,40,25,0,12,6.086775,2.397895,1,0,0
1,62,47,0,12,7.462445,2.970414,1,0,0
1,48,21,0,12,6.496473,2.484907,0,1,0
1,40,56,0,14,6.547072,2.858193,0,0,1
1,32,18,1,12,5.662961,2.197225,0,1,0
0,40,55,0,12,6.327937,2.639057,1,0,0
0,40,19,0,12,5.991465,2.302585,0,1,0
0,30,56,1,14,6.234411,2.833213,1,0,0
1,40,55,0,12,6.117216,2.428336,1,0,0
1,40,31,0,16,6.896492,3.207613,1,0,0
1,40,18,0,7.5,6.086775,2.397895,1,0,0
1,25,23,1,14,5.616771,2.397895,0,1,0
0,24,39,1,12,5.529429,2.351375,0,1,0
0,22,68,1,12,5.138735,2.047693,0,0,1
1,0,39,1,14,5.438079,2.079442,0,0,1
1,40,47,0,12,7.299798,3.610918,1,0,0
1,45,42,0,10,6.480811,2.674149,1,0,0
1,0,17,1,11,3.871201,2.014903,0,1,0
1,40,58,0,7.5,5.768321,2.079442,0,1,0
1,0,48,0,14,7.130899,3.583519,1,0,0
1,0,48,0,16,6.074196,2.884801,1,0,0
0,0,47,0,14,7.130899,3.610918,1,0,0
1,0,32,0,7.5,5.521461,2.224623,0,1,0
1,32,32,0,7.5,6.030685,2.564949,0,1,0
1,25,17,1,10,5.329089,2.110213,0,1,0
1,0,61,0,16,7.377759,3.89182,0,0,1
1,0,60,0,14,6.963842,2.674149,1,0,0
1,24,21,1,14,5.771441,2.197225,0,1,0
1,40,39,0,14,5.991465,2.302585,0,0,1
1,40,34,0,14,6.109248,2.420368,0,1,0
0,60,53,0,14,6.44572,2.351375,1,0,0
0,20,74,1,12,5.703783,2.70805,0,0,1
0,30,69,1,12,5.906723,2.505526,0,0,1
1,0,65,1,16,6.175368,2.944439,1,0,0
1,0,56,1,14,5.662961,2.197225,1,0,0
1,0,61,0,12,7.08364,3.394844,0,0,1
1,40,53,0,18,7.017506,2.970414,0,1,0
1,35,40,0,2.5,6.229496,2.674149,0,1,0
0,0,54,0,12,6.64539,2.302585,1,0,0
1,40,23,0,16,6.016157,2.327278,0,1,0
0,40,61,0,11,6.788972,2.862201,1,0,0
0,40,60,0,11,5.828946,2.140066,1,0,0
0,0,36,0,12,5.978886,2.944439,0,1,0
0,0,28,0,14,5.966147,2.251292,0,1,0
0,0,29,0,11,6.040255,2.110213,0,1,0
1,0,38,0,14,6.54002,2.853016,1,0,0
1,0,40,1,12,5.159055,2.140066,1,0,0
1,0,47,0,5.5,5.010635,2.674149,1,0,0
1,40,50,0,12,6.907755,3.218876,0,0,1
1,40,37,0,12,6.313548,2.624669,0,1,0
1,40,23,0,14,6.276643,2.587764,0,1,0
1,40,51,0,14,6.866933,3.178054,0,0,1
1,16,56,0,12,5.247445,2.474856,1,0,0
1,40,56,0,14,6.719013,3.030134,1,0,0
1,35,35,0,14,6.263398,2.70805,1,0,0
1,42,32,0,14,6.995766,3.258096,1,0,0
1,50,28,0,12,6.55108,2.639057,1,0,0
1,35,28,0,12,6.163315,1.609438,1,0,0
1,40,59,0,11,6.345636,2.656757,1,0,0
1,40,18,0,14,5.634789,1.94591,0,1,0
1,30,49,1,14,5.926926,2.525729,1,0,0
1,0,21,1,14,4.342766,2.197225,0,1,0
1,0,44,0,12,7.65699,3.178054,1,0,0
1,36,64,0,14,6.719013,3.135494,1,0,0
1,20,54,1,16,6.086775,3.091043,1,0,0
1,0,75,1,14,4.870837,2.346602,1,0,0
1,25,30,1,14,5.975716,2.75684,1,0,0
1,40,33,0,16,6.416079,2.727199,1,0,0
0,0,41,0,16,6.907755,3.314186,0,0,1
1,40,57,0,12,6.60123,2.912351,0,0,1
0,40,45,0,1,6.086775,2.397895,0,0,1
1,2,19,1,14,2.995732,1.386294,0,1,0
1,12,17,1,11,4.682131,2.197225,0,1,0
1,0,32,0,16,6.763169,3.433987,1,0,0
1,40,43,0,5.5,6.39693,2.70805,0,1,0
1,40,60,0,12,6.719013,3.030134,0,1,0
0,40,47,0,12,6.962244,3.273364,0,1,0
1,0,69,0,11,7.067379,2.980619,1,0,0
1,40,59,0,11,6.253829,2.564949,1,0,0
1,40,50,0,12,7.560081,3.871201,1,0,0
1,6,16,1,10,4.276666,2.484907,0,1,0
1,20,45,1,12,5.135798,2.140066,0,1,0
1,0,57,0,12,6.109248,2.972975,1,0,0
1,20,27,1,12,5.393628,2.397895,0,1,0
1,0,65,0,12,6.963842,3.433987,1,0,0
0,0,53,1,14,5.416101,2.140066,1,0,0
0,0,33,0,16,6.363028,2.995732,1,0,0
0,40,36,0,14,6.350886,2.197225,1,0,0
1,0,52,0,14,7.455877,3.295837,1,0,0
0,38,41,0,12,6.122493,2.484907,0,0,1
1,0,71,1,12,3.624341,2.140066,1,0,0
1,20,51,1,14,5.075174,2.079442,0,1,0
1,20,49,1,14,5.075174,2.079442,0,1,0
1,40,46,0,14,6.55108,2.862201,1,0,0
1,40,21,0,14,6.966024,3.277145,0,1,0
0,36,50,0,11,5.910797,2.327278,0,1,0
1,40,25,0,14,5.991465,2.302585,0,1,0
1,0,46,0,12,7.004882,3.316003,0,0,1
1,40,34,0,18,6.633318,2.944439,0,1,0
1,38,50,0,12,6.633318,2.995732,1,0,0
1,40,49,0,12,6.824374,3.135494,1,0,0
1,35,23,0,12,5.930254,2.374906,0,1,0
1,8,39,1,18,6.086775,4.007333,0,1,0
0,40,30,0,12,6.2106,2.521721,1,0,0
0,40,40,0,16,6.907755,3.218876,0,1,0
0,40,30,0,14,7.731931,3.295837,0,1,0
1,45,57,0,16,7.156567,3.349904,0,1,0
0,40,37,0,12,6.173786,2.484907,0,1,0
0,0,46,0,12,6.214608,2.140066,0,1,0
1,0,44,0,14,7.205004,3.401197,1,0,0
0,40,30,0,18,6.461468,2.772589,1,0,0
1,40,26,0,16,6.214608,2.525729,0,1,0
1,24,70,1,12,6.269096,3.091043,1,0,0
1,40,52,0,14,6.55108,2.862201,0,0,1
1,34,22,1,14,6.200509,2.674149,0,1,0
1,20,37,1,12,5.075174,2.079442,1,0,0
1,40,53,0,12,6.39693,2.70805,1,0,0
0,35,40,0,14,5.752573,2.197225,0,1,0
1,0,29,0,14,5.926926,2.74084,0,1,0
1,40,27,0,16,5.981414,1.294727,0,1,0
1,40,31,0,18,7.122867,3.433987,0,1,0
1,20,53,1,14,5.828946,2.833213,1,0,0
1,42,66,0,14,6.729824,2.890372,0,1,0
0,40,34,0,14,6.234411,2.545531,0,0,1
1,0,52,0,14,5.991465,2.327278,1,0,0
1,0,59,0,14,7.238173,3.135494,0,0,1
1,40,23,0,14,5.799093,2.110213,0,1,0
1,45,23,0,12,6.332391,2.525729,0,1,0
1,40,52,0,5.5,5.736572,2.047693,1,0,0
1,40,55,0,5.5,5.828946,2.140066,1,0,0
1,45,32,0,7.5,6.332391,2.525729,0,0,1
1,40,59,0,14,6.933813,3.244933,1,0,0
1,40,69,0,18,6.522093,2.833213,1,0,0
1,0,45,0,14,6.745236,2.917771,1,0,0
1,0,55,0,16,5.703783,2.794839,1,0,0
0,40,20,0,14,6.492543,.7561221,0,1,0
0,40,20,0,12,6.380123,2.691243,0,1,0
1,0,49,0,14,6.214608,3.11396,1,0,0
1,14,67,1,12,5.313206,2.674149,1,0,0
1,40,58,0,12,6.522093,2.833213,1,0,0
1,0,30,0,16,6.507277,2.801541,1,0,0
0,40,54,0,12,7.352441,3.663562,0,0,1
0,0,57,0,12,5.662961,3.005683,0,1,0
1,40,41,0,12,5.991465,2.302585,0,1,0
1,40,46,0,14,7.122867,3.433987,1,0,0
1,15,16,1,10,4.812184,2.104134,0,1,0
1,40,37,0,16,6.95502,3.266141,1,0,0
0,40,44,0,12,6.040255,2.351375,0,0,1
1,40,59,0,14,7.00597,3.317091,1,0,0
0,40,47,0,12,6.768493,2.564949,0,1,0
0,30,28,1,12,5.493062,2.091864,0,1,0
1,40,19,0,9,6.173786,2.484907,0,1,0
1,39,57,0,12,6.341153,2.677591,1,0,0
1,40,35,0,14,5.950643,2.261763,1,0,0
1,40,40,0,14,5.937008,2.248129,1,0,0
1,32,19,1,12,5.684939,2.219203,0,1,0
1,40,42,0,12,6.131227,2.442347,0,0,1
1,30,21,1,14,5.47437,2.073172,0,1,0
1,35,26,0,12,5.647212,2.091864,0,1,0
1,32,26,1,14,5.623295,2.157559,0,1,0
1,15,37,1,14,5.416101,2.70805,1,0,0
1,40,38,0,18,6.461468,2.772589,0,1,0
1,40,59,0,14,6.214608,2.525729,1,0,0
1,40,57,0,12,6.253829,2.564949,1,0,0
0,40,30,0,14,6.214608,2.525729,1,0,0
0,0,38,1,14,5.164786,2.079442,1,0,0
0,0,35,1,12,5.164786,2.079442,1,0,0
1,0,24,0,16,6.511849,2.74084,0,1,0
1,0,55,1,14,6.848324,3.367296,1,0,0
0,20,56,1,16,5.298317,2.302585,1,0,0
0,30,59,1,12,5.886104,2.484907,1,0,0
1,45,53,0,12,7.120849,3.314186,1,0,0
1,40,50,0,12,5.991465,2.302585,1,0,0
1,40,60,0,18,7.044033,3.355153,1,0,0
1,22,43,1,16,6.487897,3.396855,1,0,0
1,40,36,0,12,6.363028,2.674149,0,0,1
1,40,51,0,12,6.220988,2.532108,0,0,1
1,40,46,0,14,6.214608,2.525729,1,0,0
1,20,61,1,14,6.277395,3.281663,1,0,0
1,20,67,1,14,5.677439,2.681706,1,0,0
1,48,52,0,12,6.510258,2.639057,0,0,1
1,0,52,0,12,6.55108,2.639057,0,1,0
1,40,58,0,16,6.427782,2.738903,1,0,0
1,40,58,0,12,5.655992,1.967112,1,0,0
0,30,19,1,12,5.652489,2.251292,0,1,0
0,40,50,0,12,6.579251,2.890372,1,0,0
1,40,68,0,18,6.927558,3.238678,1,0,0
1,0,65,0,14,7.016951,2.484907,1,0,0
1,35,36,0,12,6.040255,2.484907,0,0,1
0,20,20,1,14,5.513429,2.517696,0,1,0
0,30,50,1,7.5,5.703783,2.302585,1,0,0
0,40,47,0,10,6.39693,2.70805,1,0,0
0,30,21,1,12,5.541264,2.140066,0,1,0
0,50,21,0,12,5.893024,1.981001,0,1,0
0,25,35,1,12,5.516448,1.638997,1,0,0
1,16,75,0,16,6.1444,3.258096,1,0,0
1,38,49,0,14,5.940171,2.302585,1,0,0
1,40,54,0,12,6.579251,2.890372,1,0,0
1,20,22,0,12,5.159055,2.163323,0,1,0
1,30,47,1,14,6.109248,2.70805,0,1,0
1,8,20,0,14,4.276666,2.197225,0,1,0
1,40,59,0,14,6.173786,2.484907,0,1,0
1,40,48,0,12,6.220988,2.532108,0,1,0
1,60,23,0,14,6.46925,2.374906,0,1,0
1,40,24,0,14,6.131227,2.442347,0,1,0
1,40,45,0,14,7.299798,3.610918,1,0,0
1,40,20,0,12,6.806829,3.11795,0,1,0
1,20,18,1,11,5.257495,2.261763,0,1,0
1,40,66,0,10,6.214608,2.525729,1,0,0
1,40,48,0,12,6.633318,2.944439,1,0,0
1,35,45,0,12,7.179689,3.624341,1,0,0
0,40,27,0,16,6.622736,2.833213,0,1,0
1,0,45,0,7.5,6.717708,2.890372,1,0,0
1,3,46,1,7.5,3.401197,2.302585,1,0,0
1,20,35,1,14,5.287256,1.061257,0,1,0
0,40,69,0,14,6.46956,2.749192,0,0,1
0,0,56,0,12,6.214608,2.140066,1,0,0
1,0,61,0,12,6.287858,2.317474,1,0,0
1,0,54,0,12,6.214608,3.218876,1,0,0
1,50,43,0,14,6.499787,2.587764,1,0,0
1,40,41,0,12,6.317165,2.628285,1,0,0
1,20,28,1,16,7.090077,4.094345,0,1,0
1,0,35,0,12,6.802395,2.797891,0,0,1
1,18,19,1,12,5.030438,2.140066,0,1,0
1,40,24,0,16,6.684612,2.995732,0,1,0
1,40,27,0,14,6.39693,2.70805,1,0,0
1,40,22,0,12,6.253829,2.564949,0,1,0
1,0,30,0,14,7.090077,2.772589,1,0,0
1,48,42,0,14,6.828712,2.862201,0,1,0
1,60,37,0,16,7.090077,2.995732,1,0,0
1,40,56,0,12,6.579251,2.890372,1,0,0
1,0,38,0,16,6.907755,3.258096,1,0,0
1,0,37,0,14,7.205004,2.890372,1,0,0
0,40,26,0,16,6.327937,2.639057,0,1,0
1,32,67,1,14,5.616334,2.150599,0,0,1
1,40,48,0,12,6.194406,2.505526,1,0,0
1,0,54,1,14,5.916202,2.392426,1,0,0
1,20,57,1,14,5.438079,2.442347,1,0,0
0,30,22,1,14,5.435903,2.034706,0,1,0
1,20,57,1,14,5.075174,2.079442,1,0,0
1,40,18,0,12,6.086775,2.397895,0,1,0
1,40,23,0,12,6.824374,3.135494,0,1,0
1,45,24,0,12,6.579251,2.772589,0,1,0
1,35,58,0,12,5.945944,2.390596,1,0,0
1,0,53,0,14,6.476973,2.904165,0,0,1
1,40,23,0,12,6.214608,2.525729,1,0,0
1,25,54,1,12,5.266569,2.047693,1,0,0
1,30,26,1,12,5.598422,2.197225,0,1,0
0,0,64,0,7.5,5.664557,2.397895,1,0,0
0,14,64,1,10,4.718499,2.079442,1,0,0
0,0,60,0,5.5,5.521461,2.197225,0,1,0
1,40,21,0,12,6.309918,2.621039,1,0,0
0,40,34,0,16,7.450527,3.433987,1,0,0
1,60,60,0,10,6.984716,2.890372,1,0,0
1,0,73,0,12,7.130899,2.844909,1,0,0
0,0,43,0,14,7.204893,3.688879,1,0,0
0,40,54,0,14,6.327937,2.639057,1,0,0
1,38,37,0,12,6.122493,2.484907,1,0,0
1,40,35,0,11,6.946976,3.258096,1,0,0
1,40,50,0,12,6.522093,2.833213,0,1,0
1,40,26,0,12,6.684612,2.995732,0,1,0
1,40,60,0,12,5.886104,2.197225,1,0,0
1,40,50,0,12,6.363718,2.674838,1,0,0
1,40,24,0,14,6.2186,2.529721,0,1,0
1,40,50,0,12,6.291569,2.60269,1,0,0
1,40,51,0,12,6.173786,2.484907,1,0,0
0,25,30,1,14,5.416101,2.197225,0,0,1
0,45,27,0,12,6.003887,2.197225,1,0,0
0,45,25,0,12,5.959716,2.014903,1,0,0
1,25,22,1,12,5.416101,2.197225,0,1,0
1,0,65,1,12,5.664557,2.772589,1,0,0
1,0,59,0,14,7.050851,3.091043,1,0,0
0,0,59,0,12,7.204893,3.074081,1,0,0
1,0,33,0,14,6.453011,2.75684,1,0,0
0,40,48,0,16,6.684612,2.995732,1,0,0
0,40,24,0,16,6.709792,3.020913,0,1,0
0,20,20,1,14,5.164786,2.169054,0,1,0
1,0,18,1,12,5.214936,2.70805,0,1,0
1,0,49,0,12,6.309918,3.091043,0,0,1
0,0,38,0,12,6.740697,2.224623,1,0,0
0,30,35,1,14,5.627981,2.226784,1,0,0
1,38,23,0,12,6.122493,2.484907,0,1,0
1,40,39,0,12,6.327937,2.639057,1,0,0
0,40,63,0,12,7.050296,3.361417,1,0,0
0,50,48,0,14,7.140453,3.169686,1,0,0
0,40,53,0,18,7.466456,3.777577,1,0,0
0,40,66,1,18,7.495542,3.806663,1,0,0
0,35,49,0,12,5.80664,2.251292,0,1,0
0,0,29,0,12,5.966147,2.277267,0,1,0
0,40,48,0,12,6.55108,2.862201,0,0,1
0,30,36,1,16,5.886104,2.484907,0,1,0
1,40,22,0,14,6.380123,2.691243,0,1,0
1,0,37,0,12,6.55108,2.993229,1,0,0
1,37,58,0,12,5.591919,1.981001,1,0,0
0,0,36,0,14,5.703783,2.302585,1,0,0
1,40,59,0,12,5.991465,2.302585,1,0,0
1,0,52,0,14,6.645091,2.140066,0,1,0
0,10,75,1,12,4.60517,2.302585,0,0,1
0,40,53,0,12,5.966147,2.277267,0,0,1
0,40,53,0,12,6.173786,2.484907,0,0,1
0,40,27,0,14,6.253829,2.564949,0,1,0
1,62,30,0,14,6.851449,2.397895,0,1,0
0,30,25,1,14,5.678465,2.277267,0,1,0
1,40,52,0,14,6.704905,3.016025,0,0,1
1,40,48,0,14,7.154615,3.465736,1,0,0
1,40,39,0,16,6.684612,2.995732,1,0,0
0,0,39,0,12,7.600903,3.218876,1,0,0
1,0,57,0,14,5.298317,2.302585,1,0,0
1,0,32,0,12,7.561678,3.218876,0,1,0
1,40,55,0,12,7.144802,3.008155,1,0,0
1,40,52,0,12,6.49224,2.80336,1,0,0
0,30,22,0,14,5.541264,2.140066,0,1,0
0,30,47,0,1,5.752573,2.351375,0,0,1
0,40,31,0,14,6.488597,2.799717,0,1,0
1,16,64,1,16,5.480639,2.70805,1,0,0
0,40,58,0,12,6.253829,2.564949,1,0,0
0,0,38,0,7.5,5.703783,2.397895,1,0,0
0,40,54,0,12,6.376897,2.383243,1,0,0
0,40,53,0,12,5.886104,2.197225,1,0,0
